season,player,team,phase,adj_price,ROI_z,impact_score_pos
2025,L Ngidi,Royal Challengers Bengaluru,bowl_mid,10495000,0.066789866,0.705010573
2022,PH Solanki,Chennai Super Kings,bowl_mid,14925341.41,0.066674048,1.00088392
2025,R Shepherd,Royal Challengers Bengaluru,bowl_mid,15742500,0.066641197,1.055161915
2018,CJ Jordan,Sunrisers Hyderabad,bowl_mid,14923461.63,0.066335527,0.99567677
2025,RJW Topley,Mumbai Indians,bowl_mid,7871250,0.065965409,0.522230921
2015,DJ Muthuswami,Delhi Capitals,bowl_mid,13091500.3,0.065873125,0.867361819
2014,AD Russell,Kolkata Knight Riders,bowl_mid,11622110.3,0.06579674,0.769116246
2018,A Dananjaya,Mumbai Indians,bowl_pp,7461730.815,0.0656296,0.497363701
2022,S Kaul,Royal Challengers Bengaluru,bowl_death,9328338.381,0.065530691,0.232105463
2022,NT Ellis,Punjab Kings,bowl_pp,9328338.381,0.065331398,0.618957735
2022,FA Allen,Mumbai Indians,bowl_pp,9328338.381,0.06444249,0.610536105
2016,DS Kulkarni,Gujarat Titans,bowl_pp,32727728,0.06437771,2.139863799
2023,A Zampa,Rajasthan Royals,bowl_mid,17746291.98,0.064317073,1.147985779
2016,KW Richardson,Royal Challengers Bengaluru,bowl_death,32727728,0.063986019,0.795314686
2018,CJ Jordan,Sunrisers Hyderabad,bowl_death,14923461.63,0.063961036,0.362514012
2014,VR Aaron,Royal Challengers Bengaluru,bowl_death,38740367.67,0.063727191,0.937657207
2022,M Ashwin,Mumbai Indians,bowl_mid,19900455.21,0.063611176,1.273207094
2025,E Malinga,Sunrisers Hyderabad,bowl_pp,12594000,0.063401436,0.810956454
2020,MM Sharma,Delhi Capitals,bowl_mid,6946861.727,0.063334061,0.442515621
2025,MJ Santner,Mumbai Indians,bowl_mid,20990000,0.063217913,1.334612567
2014,BCJ Cutting,Rajasthan Royals,bowl_mid,15496147.07,0.062985209,0.981668652
2016,MP Stoinis,Punjab Kings,bat_mid,9000125.199,0.062961793,0.231140114
2021,C Sakariya,Rajasthan Royals,bowl_pp,15913399.01,0.062955229,1.017488501
2022,Kuldeep Yadav,Delhi Capitals,bowl_death,24875569.02,0.062560925,0.591170189
2022,JD Unadkat,Mumbai Indians,bowl_mid,16169119.86,0.06251004,1.016573478
2015,PP Ojha,Mumbai Indians,bowl_mid,8727666.863,0.06246968,0.548365416
2020,Kartik Tyagi,Rajasthan Royals,bowl_mid,18061840.49,0.062176225,1.12950712
2018,K Khejroliya,Royal Challengers Bengaluru,bowl_death,12684942.39,0.062031423,0.298933268
2016,JO Holder,Kolkata Knight Riders,bowl_mid,11454704.8,0.061610649,0.709810302
2014,BE Hendricks,Punjab Kings,bowl_death,34866330.91,0.061393507,0.81329655
2025,Sameer Rizvi,Delhi Capitals,bat_mid,9970250,0.061352518,0.249510094
2016,BCJ Cutting,Sunrisers Hyderabad,bowl_pp,8181932,0.06114478,0.508100948
2017,Basil Thampi,Gujarat Titans,bowl_pp,13258301.78,0.061064409,0.822263116
2014,RN ten Doeschate,Kolkata Knight Riders,bat_death,19370183.84,0.060889617,0.640853046
2016,JO Holder,Kolkata Knight Riders,bowl_pp,11454704.8,0.06048489,0.703664349
2017,MJ Henry,Punjab Kings,bowl_pp,7799001.048,0.060302488,0.477649093
2014,M de Lange,Mumbai Indians,bowl_pp,5811055.151,0.060249227,0.355583192
2014,TG Southee,Rajasthan Royals,bowl_death,23244220.6,0.060039016,0.53035932
2022,RP Meredith,Mumbai Indians,bowl_pp,12437784.51,0.059983511,0.757721582
2021,FA Allen,Punjab Kings,bowl_pp,9945874.382,0.059566773,0.601702467
2024,Azmatullah Omarzai,Gujarat Titans,bat_mid,5543983.75,0.05941023,0.134348514
2024,Sumit Kumar,Delhi Capitals,bowl_pp,11087967.5,0.059366006,0.668535585
2019,WP Saha,Sunrisers Hyderabad,bat_pp,17331030.64,0.059148024,0.802335586
2022,JD Unadkat,Mumbai Indians,bat_death,16169119.86,0.058949318,0.518626987
2025,Washington Sundar,Gujarat Titans,bowl_death,33584000,0.058804694,0.75069328
2018,MG Johnson,Kolkata Knight Riders,bowl_death,29846923.26,0.058180762,0.66015724
2025,PVD Chameera,Delhi Capitals,bowl_pp,7871250,0.057741082,0.46159742
2024,Sumit Kumar,Delhi Capitals,bowl_mid,11087967.5,0.057501311,0.641257281
2022,TG Southee,Kolkata Knight Riders,bowl_mid,18656676.76,0.057180689,1.072966817
2014,BW Hilfenhaus,Chennai Super Kings,bowl_pp,19370183.84,0.057124858,1.123811898
2017,MS Gony,Gujarat Titans,bowl_mid,9358801.258,0.057057489,0.53707569
2014,KW Richardson,Rajasthan Royals,bowl_pp,19370183.84,0.056908476,1.119555029
2014,Iqbal Abdulla,Rajasthan Royals,bowl_mid,12590619.49,0.056860194,0.720042373
2017,CJ Anderson,Delhi Capitals,bowl_mid,15598002.1,0.056611413,0.888128055
2018,TG Southee,Royal Challengers Bengaluru,bowl_mid,14923461.63,0.056579088,0.849235481
2020,TK Curran,Rajasthan Royals,bowl_mid,13893723.45,0.056550165,0.790232959
2025,AK Markram,Lucknow Super Giants,bat_pp,20990000,0.056287734,0.926181084
2015,SN Khan,Royal Challengers Bengaluru,bat_mid,8727666.863,0.056110329,0.199751782
2015,D Wiese,Royal Challengers Bengaluru,bowl_death,48874934.44,0.056064979,1.042137823
2014,AR Patel,Punjab Kings,bowl_pp,14527637.88,0.05602032,0.826561822
2025,VG Arora,Kolkata Knight Riders,bowl_mid,18891000,0.055610166,1.056602789
2022,PVD Chameera,Lucknow Super Giants,bowl_death,24875569.02,0.055493063,0.525060937
2014,R Shukla,Delhi Capitals,bowl_death,7748073.535,0.055260463,0.162864771
2016,AJ Finch,Gujarat Titans,bat_pp,16363864,0.055175974,0.708252116
2014,NV Ojha,Sunrisers Hyderabad,bat_pp,9685091.919,0.055102518,0.418645324
2025,LH Ferguson,Punjab Kings,bowl_death,20990000,0.054894537,0.43832245
2014,DS Kulkarni,Rajasthan Royals,bowl_death,21307202.22,0.054850619,0.44459455
2015,CH Morris,Rajasthan Royals,bat_death,24437467.22,0.054741286,0.730340689
2019,I Sharma,Delhi Capitals,bowl_mid,15886778.08,0.054613425,0.872645508
2018,Sandeep Sharma,Sunrisers Hyderabad,bowl_death,44770384.89,0.054541522,0.928972244
2018,Basil Thampi,Sunrisers Hyderabad,bowl_mid,14177288.55,0.054397131,0.775660704
2020,CJ Jordan,Punjab Kings,bowl_death,41681170.36,0.054162949,0.858938734
2015,PP Ojha,Mumbai Indians,bowl_pp,8727666.863,0.05401067,0.478754063
2022,S Gopal,Sunrisers Hyderabad,bowl_mid,9328338.381,0.053892614,0.505633873
2022,Yash Dayal,Gujarat Titans,bowl_death,39800910.43,0.05326574,0.806764263
2014,R Rampaul,Royal Challengers Bengaluru,bowl_mid,17433165.45,0.053188055,0.932594779
2025,LH Ferguson,Punjab Kings,bowl_mid,20990000,0.052900022,1.116788435
2022,RK Singh,Kolkata Knight Riders,bat_mid,6840781.479,0.052894601,0.147593335
2014,L Balaji,Punjab Kings,bowl_death,34866330.91,0.052892804,0.701851116
2019,LH Ferguson,Kolkata Knight Riders,bowl_death,23108040.85,0.052707437,0.463548848
2013,DT Christian,Royal Challengers Bengaluru,bowl_pp,12313238.46,0.052553322,0.657214611
2014,JP Duminy,Delhi Capitals,bat_death,42614404.44,0.052403914,1.221762926
2018,R Tewatia,Delhi Capitals,bowl_death,44770384.89,0.051968738,0.885661527
2018,SP Goswami,Sunrisers Hyderabad,bat_pp,14923461.63,0.051851796,0.608275646
2021,Mujeeb Ur Rahman,Sunrisers Hyderabad,bowl_mid,19891748.76,0.051845213,1.037251912
2025,N Thushara,Royal Challengers Bengaluru,bowl_pp,16792000,0.051751924,0.882599491
2022,UT Yadav,Kolkata Knight Riders,bowl_mid,24875569.02,0.051740613,1.294515367
2024,R Ravindra,Chennai Super Kings,bowl_mid,19958341.5,0.051463891,1.033069847
2019,KMA Paul,Delhi Capitals,bowl_pp,7221262.765,0.051444703,0.377301524
2025,MM Ali,Kolkata Knight Riders,bowl_pp,20990000,0.05138009,1.095322597
2024,SN Thakur,Chennai Super Kings,bowl_death,44351870,0.051251797,0.865426046
2024,G Coetzee,Mumbai Indians,bowl_death,55439837.5,0.051135767,1.079363792
2024,LH Ferguson,Royal Challengers Bengaluru,bowl_mid,22175935,0.051071312,1.139099275
2017,MK Tiwary,Lucknow Super Giants,bat_pp,7799001.048,0.050896987,0.312235761
2020,RA Tripathi,Kolkata Knight Riders,bat_mid,8336234.072,0.050859967,0.17294008
2022,UT Yadav,Kolkata Knight Riders,bowl_death,24875569.02,0.050811162,0.481268766
2023,N Jagadeesan,Kolkata Knight Riders,bat_pp,10647775.19,0.050703985,0.424728444
2025,KT Maphaka,Rajasthan Royals,bowl_mid,15742500,0.050509671,0.799743763
2018,S Kaul,Sunrisers Hyderabad,bowl_death,56709154.19,0.050464279,1.089757915
2024,Mohammad Nabi,Mumbai Indians,bowl_mid,16631951.25,0.050457125,0.844050292
2022,DP Conway,Chennai Super Kings,bat_pp,12437784.51,0.050342464,0.492718868
2016,IK Pathan,Lucknow Super Giants,bowl_pp,16363864,0.050336804,0.836577633
2016,IK Pathan,Lucknow Super Giants,bowl_mid,16363864,0.050242347,0.826910287
2022,WP Saha,Gujarat Titans,bat_pp,23631790.57,0.05020016,0.933614702
2015,CH Morris,Rajasthan Royals,bowl_mid,24437467.22,0.049985477,1.228577768
2024,R Ravindra,Chennai Super Kings,bat_pp,19958341.5,0.049931256,0.784417331
2014,M Muralitharan,Royal Challengers Bengaluru,bowl_mid,19370183.84,0.049870441,0.971582248
2016,AJ Finch,Gujarat Titans,bat_death,16363864,0.04986825,0.44756994
2014,R Bhatia,Rajasthan Royals,bowl_mid,32929312.52,0.049864362,1.651488476
2025,KT Maphaka,Rajasthan Royals,bowl_death,15742500,0.049556186,0.297142209
2025,RD Rickelton,Mumbai Indians,bat_mid,10495000,0.049538678,0.212068683
2018,JP Duminy,Mumbai Indians,bowl_mid,14923461.63,0.049519381,0.743271358
2014,RN ten Doeschate,Kolkata Knight Riders,bowl_mid,19370183.84,0.049413949,0.962688812
2018,Mujeeb Ur Rahman,Punjab Kings,bowl_death,32831615.59,0.049184394,0.615112209
2014,JO Holder,Sunrisers Hyderabad,bowl_pp,14527637.88,0.049108597,0.724581563
2017,JJ Roy,Gujarat Titans,bat_pp,15598002.1,0.04876664,0.599263273
2014,KW Richardson,Rajasthan Royals,bowl_mid,19370183.84,0.048723323,0.949233937
2019,Mohammed Shami,Punjab Kings,bowl_death,69324122.54,0.048671216,1.285435694
2017,A Choudhary,Royal Challengers Bengaluru,bowl_death,31196004.19,0.048662199,0.578343063
2014,S Nadeem,Delhi Capitals,bowl_pp,16464656.26,0.048661239,0.813711733
2014,AD Russell,Kolkata Knight Riders,bowl_pp,11622110.3,0.048627366,0.57398493
2025,AK Markram,Lucknow Super Giants,bowl_mid,20990000,0.048403762,1.021866522
2025,Vijaykumar Vyshak,Punjab Kings,bowl_mid,18891000,0.048144364,0.914751273
2018,DT Christian,Delhi Capitals,bowl_mid,22385192.45,0.048095277,1.08284397
2019,JM Bairstow,Sunrisers Hyderabad,bat_mid,31773556.17,0.048015093,0.622290665
2024,T Kohler-Cadmore,Rajasthan Royals,bat_pp,4435187,0.047900213,0.167481288
2023,A Zampa,Rajasthan Royals,bowl_pp,17746291.98,0.04780511,0.861621837
2018,DS Kulkarni,Rajasthan Royals,bowl_pp,11192596.22,0.047727,0.542537447
2022,TG Southee,Kolkata Knight Riders,bowl_pp,18656676.76,0.047632924,0.90256041
2022,MJ Santner,Chennai Super Kings,bowl_mid,23631790.57,0.047525971,1.129614473
2024,Yash Dayal,Royal Challengers Bengaluru,bowl_death,55439837.5,0.047412466,1.001747778
2014,Y Venugopal Rao,Sunrisers Hyderabad,bowl_pp,10653601.11,0.047391967,0.512785712
2018,Mohammad Nabi,Sunrisers Hyderabad,bowl_pp,14923461.63,0.047353238,0.717718277
2014,IK Pathan,Sunrisers Hyderabad,bowl_death,46488441.21,0.047308221,0.838181926
2025,Arshad Khan,Gujarat Titans,bowl_mid,13643500,0.047209385,0.647823579
2013,DT Christian,Royal Challengers Bengaluru,bowl_death,12313238.46,0.04718361,0.221429513
2025,SH Johnson,Kolkata Knight Riders,bowl_death,29386000,0.047147858,0.528054697
2016,JW Hastings,Kolkata Knight Riders,bowl_mid,21273023.2,0.047129699,1.008385283
2022,DR Sams,Mumbai Indians,bowl_death,32338239.72,0.047047004,0.579878928
2014,WD Parnell,Delhi Capitals,bowl_mid,19370183.84,0.046721195,0.910228236
2025,MM Sharma,Delhi Capitals,bowl_death,23089000,0.046633809,0.410437287
2025,KK Ahmed,Chennai Super Kings,bowl_death,50376000,0.046611335,0.895073819
2022,MK Lomror,Royal Challengers Bengaluru,bat_mid,11815895.28,0.04653595,0.22428741
2014,DS Kulkarni,Rajasthan Royals,bowl_pp,21307202.22,0.046519263,1.006685941
2018,Shakib Al Hasan,Sunrisers Hyderabad,bowl_mid,29846923.26,0.046487615,1.395530889
2018,PP Shaw,Delhi Capitals,bat_mid,17908153.96,0.046347447,0.338552732
2014,IC Pandey,Chennai Super Kings,bowl_death,29055275.76,0.046239188,0.512184386
2018,TG Southee,Royal Challengers Bengaluru,bowl_pp,14923461.63,0.046178725,0.699916549
2016,NLTC Perera,Lucknow Super Giants,bowl_pp,16363864,0.045922353,0.763211219
2020,Kartik Tyagi,Rajasthan Royals,bowl_pp,18061840.49,0.045780822,0.839808639
2017,P Negi,Royal Challengers Bengaluru,bowl_pp,15598002.1,0.04575934,0.724908971
2025,Simarjeet Singh,Sunrisers Hyderabad,bowl_mid,15742500,0.045724897,0.723984144
2019,Arshdeep Singh,Punjab Kings,bowl_mid,11554020.42,0.045603732,0.529951512
2019,Arshdeep Singh,Punjab Kings,bowl_pp,11554020.42,0.045528073,0.534253216
2022,AK Markram,Sunrisers Hyderabad,bat_death,32338239.72,0.045467381,0.810452949
2025,Rahmanullah Gurbaz,Kolkata Knight Riders,bat_pp,20990000,0.04536874,0.752313567
2015,GS Sandhu,Delhi Capitals,bowl_death,29674067.34,0.045306838,0.512689429
2022,R Powell,Delhi Capitals,bat_death,34825796.62,0.04518363,0.867654874
2022,DA Miller,Gujarat Titans,bat_death,37313353.52,0.045101521,0.928036435
2025,Vijaykumar Vyshak,Punjab Kings,bowl_pp,18891000,0.045073803,0.864796453
2025,VG Arora,Kolkata Knight Riders,bowl_pp,18891000,0.0449396,0.86222161
2025,TH David,Royal Challengers Bengaluru,bat_death,31485000,0.044923673,0.78016403
2025,Azmatullah Omarzai,Punjab Kings,bowl_mid,25188000,0.044880708,1.136988322
2022,TS Mills,Mumbai Indians,bowl_pp,18656676.76,0.044675548,0.846523316
2014,JW Hastings,Chennai Super Kings,bowl_pp,9685091.919,0.044613267,0.438836274
2014,DS Kulkarni,Rajasthan Royals,bat_death,21307202.22,0.044598919,0.524369657
2016,P Kumar,Gujarat Titans,bowl_death,57273524,0.044564372,0.973545703
2014,Parvez Rasool,Sunrisers Hyderabad,bowl_mid,18401674.65,0.044272333,0.819393228
2023,AJ Hosein,Sunrisers Hyderabad,bowl_pp,11830861.32,0.044152515,0.530525861
2018,Shakib Al Hasan,Sunrisers Hyderabad,bowl_death,29846923.26,0.044101343,0.502146913
2023,Mayank Dagar,Sunrisers Hyderabad,bowl_mid,21295550.38,0.043955229,0.941460352
2016,IK Pathan,Lucknow Super Giants,bowl_death,16363864,0.043892294,0.274020614
2014,MC Henriques,Sunrisers Hyderabad,bowl_mid,19370183.84,0.04384179,0.854131307
2024,R Ravindra,Chennai Super Kings,bat_mid,19958341.5,0.043694787,0.355716296
2018,YK Pathan,Sunrisers Hyderabad,bat_death,28354577.1,0.043670834,0.68411586
2025,M Theekshana,Rajasthan Royals,bowl_death,46178000,0.043663327,0.769296713
2014,I Sharma,Sunrisers Hyderabad,bowl_death,50362477.98,0.043623733,0.838257737
2022,AM Rahane,Kolkata Knight Riders,bat_pp,12437784.51,0.043577257,0.428885542
2023,D Wiese,Kolkata Knight Riders,bowl_pp,11830861.32,0.043562369,0.523434816
2022,MK Lomror,Royal Challengers Bengaluru,bowl_pp,11815895.28,0.043491025,0.5219165
2014,R Rampaul,Royal Challengers Bengaluru,bowl_pp,17433165.45,0.043472901,0.769714416
2025,KT Maphaka,Rajasthan Royals,bowl_pp,15742500,0.043452752,0.6947455
2025,J Overton,Chennai Super Kings,bowl_mid,15742500,0.043421844,0.687518804
2016,KH Pandya,Mumbai Indians,bat_mid,32727728,0.043349975,0.578701211
2020,AJ Tye,Rajasthan Royals,bowl_mid,13893723.45,0.04332966,0.60548941
2022,KL Nagarkoti,Delhi Capitals,bowl_mid,13681562.96,0.043309092,0.595960409
2018,Mujeeb Ur Rahman,Punjab Kings,bowl_mid,32831615.59,0.043111585,1.423602883
2017,CR Woakes,Kolkata Knight Riders,bowl_death,65511608.8,0.043048399,1.076235001
2018,MK Tiwary,Punjab Kings,bowl_mid,14923461.63,0.043048164,0.646140288
2014,JJ Bumrah,Mumbai Indians,bowl_mid,23244220.6,0.042638954,0.996837003
2023,D Wiese,Kolkata Knight Riders,bowl_mid,11830861.32,0.04258615,0.506742532
2020,JD Unadkat,Rajasthan Royals,bowl_death,41681170.36,0.042467951,0.675647681
2023,AU Rashid,Sunrisers Hyderabad,bowl_mid,23661722.65,0.042442241,1.010060246
2020,DW Steyn,Royal Challengers Bengaluru,bowl_death,27787446.91,0.042411418,0.449841114
2025,MM Ali,Kolkata Knight Riders,bowl_mid,20990000,0.04240149,0.89515074
2020,AJ Tye,Rajasthan Royals,bowl_pp,13893723.45,0.042249605,0.596178151
2022,AK Markram,Sunrisers Hyderabad,bat_mid,32338239.72,0.042032709,0.554438572
2015,EJG Morgan,Sunrisers Hyderabad,bat_death,26183000.59,0.041989626,0.608822814
2014,WD Parnell,Delhi Capitals,bowl_pp,19370183.84,0.041901429,0.824322829
2014,JDS Neesham,Delhi Capitals,bowl_mid,19370183.84,0.041880988,0.815930709
2018,PA Patel,Royal Challengers Bengaluru,bat_pp,25369884.77,0.041856289,0.841694448
2022,Mohammed Shami,Gujarat Titans,bowl_death,77736153.18,0.041772028,1.239753818
2020,MP Stoinis,Delhi Capitals,bowl_death,66689872.57,0.041733333,1.062614893
2025,MR Marsh,Lucknow Super Giants,bat_mid,35683000,0.041615212,0.605707777
2016,NLTC Perera,Lucknow Super Giants,bowl_mid,16363864,0.041577547,0.684301266
2018,CJ Jordan,Sunrisers Hyderabad,bowl_pp,14923461.63,0.041547973,0.629729679
2018,CH Gayle,Punjab Kings,bat_pp,29846923.26,0.041528941,0.982816806
2014,Sandeep Sharma,Punjab Kings,bowl_mid,16464656.26,0.041469176,0.686721569
2015,SA Abbott,Royal Challengers Bengaluru,bowl_mid,17455333.73,0.041256131,0.724301315
2016,KC Cariappa,Punjab Kings,bowl_pp,13091091.2,0.041205715,0.547858059
2022,JDS Neesham,Rajasthan Royals,bowl_mid,18656676.76,0.041192789,0.772961924
2018,MM Ali,Royal Challengers Bengaluru,bat_mid,25369884.77,0.041012357,0.424407357
2015,P Kumar,Sunrisers Hyderabad,bowl_death,38401734.2,0.040940667,0.600435146
2023,PD Salt,Delhi Capitals,bat_pp,23661722.65,0.040928998,0.768377826
2025,V Shankar,Chennai Super Kings,bat_pp,12594000,0.040903128,0.408723499
2022,K Gowtham,Lucknow Super Giants,bowl_pp,11194006.06,0.040687197,0.462570637
2020,SM Curran,Chennai Super Kings,bowl_death,76415478.99,0.040644665,1.186298761
2014,AB Dinda,Royal Challengers Bengaluru,bowl_death,29055275.76,0.040494443,0.449422359
2025,MM Sharma,Delhi Capitals,bowl_mid,23089000,0.040382182,0.937772558
2018,K Khejroliya,Royal Challengers Bengaluru,bowl_pp,12684942.39,0.040378825,0.520207876
2018,DT Christian,Delhi Capitals,bowl_death,22385192.44,0.040374512,0.345241107
2017,VR Aaron,Punjab Kings,bowl_death,43674405.87,0.040351571,0.673202476
2016,JW Hastings,Kolkata Knight Riders,bowl_pp,21273023.2,0.040287015,0.87042039
2014,SA Yadav,Kolkata Knight Riders,bat_mid,13559128.69,0.040221331,0.222452814
2018,MM Ali,Royal Challengers Bengaluru,bowl_mid,25369884.77,0.040119985,1.023721618
2014,Iqbal Abdulla,Rajasthan Royals,bowl_pp,12590619.49,0.040100895,0.512785712
2025,NT Ellis,Chennai Super Kings,bowl_mid,20990000,0.040062492,0.84577144
2014,RG Sharma,Mumbai Indians,bat_death,36803349.29,0.040019374,0.81805234
2025,SE Rutherford,Gujarat Titans,bat_mid,27287000,0.039854918,0.443595763
2025,Simarjeet Singh,Sunrisers Hyderabad,bowl_pp,15742500,0.039831954,0.63685427
2022,DA Miller,Gujarat Titans,bat_mid,37313353.52,0.039797623,0.605718868
2025,Yash Thakur,Punjab Kings,bowl_mid,16792000,0.03971734,0.670787869
2014,PJ Cummins,Kolkata Knight Riders,bowl_pp,19370183.84,0.039645155,0.77993537
2025,M Prasidh Krishna,Gujarat Titans,bowl_death,99702500,0.039642693,1.510250843
2022,UT Yadav,Kolkata Knight Riders,bowl_pp,24875569.02,0.039621138,1.001001474
2018,C de Grandhomme,Royal Challengers Bengaluru,bowl_death,32831615.59,0.039582969,0.496581982
2025,Naman Dhir,Mumbai Indians,bowl_death,55098750,0.039529521,0.832267639
2017,NM Coulter-Nile,Kolkata Knight Riders,bowl_death,54593007.34,0.039483373,0.82368107
2025,AK Markram,Lucknow Super Giants,bat_mid,20990000,0.039439342,0.33766946
2025,A Kamboj,Chennai Super Kings,bowl_pp,35683000,0.039351356,1.42611915
2014,BW Hilfenhaus,Chennai Super Kings,bowl_mid,19370183.84,0.039290016,0.765453055
2025,Simarjeet Singh,Sunrisers Hyderabad,bowl_death,15742500,0.039245877,0.236111763
2022,M Ashwin,Mumbai Indians,bowl_pp,19900455.21,0.039201432,0.792318312
2020,PK Garg,Sunrisers Hyderabad,bat_death,26398074.56,0.039143405,0.574738203
2022,PVD Chameera,Lucknow Super Giants,bowl_pp,24875569.02,0.039086334,0.987490008
2025,G Coetzee,Gujarat Titans,bowl_mid,25188000,0.039045584,0.989163833
2017,PJ Cummins,Delhi Capitals,bowl_death,70191009.43,0.038943889,1.044780115
2020,TK Curran,Rajasthan Royals,bowl_pp,13893723.45,0.038907282,0.549015109
2025,LH Ferguson,Punjab Kings,bowl_pp,20990000,0.03861451,0.823185498
2022,JD Unadkat,Mumbai Indians,bowl_pp,16169119.86,0.038574901,0.63346985
2024,Mohammad Nabi,Mumbai Indians,bowl_pp,16631951.25,0.038523409,0.650732745
2022,PVD Chameera,Lucknow Super Giants,bowl_mid,24875569.02,0.038519343,0.963728072
2018,P Negi,Royal Challengers Bengaluru,bowl_mid,14923461.63,0.038415409,0.576604006
2016,KH Pandya,Mumbai Indians,bowl_mid,32727728,0.038411051,1.264371413
2014,Shakib Al Hasan,Kolkata Knight Riders,bowl_death,54236514.74,0.038299323,0.794155445
2022,TS Mills,Mumbai Indians,bowl_mid,18656676.76,0.038257471,0.717882159
2017,MS Gony,Gujarat Titans,bowl_pp,9358801.258,0.038249272,0.363561721
2017,DT Christian,Lucknow Super Giants,bowl_pp,15598002.1,0.038220882,0.605486443
2014,UT Yadav,Kolkata Knight Riders,bowl_death,50362477.98,0.038193532,0.735426696
2014,DS Kulkarni,Rajasthan Royals,bowl_mid,21307202.22,0.038148516,0.81753563
2025,D Padikkal,Royal Challengers Bengaluru,bat_mid,20990000,0.03806216,0.32587838
2014,B Kumar,Sunrisers Hyderabad,bowl_death,82323281.31,0.037940873,1.194318876
2020,JR Hazlewood,Chennai Super Kings,bowl_death,27787446.91,0.037926331,0.402979126
2022,KK Ahmed,Delhi Capitals,bowl_death,65298368.67,0.037730941,0.942172639
2018,MA Agarwal,Punjab Kings,bat_pp,14923461.63,0.037707051,0.44813998
2018,MM Sharma,Punjab Kings,bowl_death,35816307.91,0.037696005,0.516313394
2018,KM Asif,Chennai Super Kings,bowl_mid,5969384.652,0.03754789,0.225433118
2025,A Zampa,Sunrisers Hyderabad,bowl_mid,25188000,0.0374805,0.949514676
2018,Mohammad Nabi,Sunrisers Hyderabad,bowl_mid,14923461.63,0.037473399,0.562464705
2019,Yuvraj Singh,Mumbai Indians,bat_mid,14442525.53,0.037415386,0.220415968
2022,YS Chahal,Rajasthan Royals,bowl_death,80845599.3,0.037344557,1.154753818
2025,AM Rahane,Kolkata Knight Riders,bat_mid,15742500,0.037307081,0.239560191
2025,SE Rutherford,Gujarat Titans,bat_death,27287000,0.037252237,0.567246939
2018,Shakib Al Hasan,Sunrisers Hyderabad,bowl_pp,29846923.26,0.037085975,1.124201142
2014,PJ Cummins,Kolkata Knight Riders,bowl_mid,19370183.84,0.036959126,0.720042373
2015,RS Bopara,Sunrisers Hyderabad,bat_death,17455333.73,0.036930945,0.359947087
2025,Priyansh Arya,Punjab Kings,bat_pp,39881000,0.03679762,1.170081163
2025,HV Patel,Sunrisers Hyderabad,bowl_death,83960000,0.036645098,1.177156334
2025,M Jansen,Punjab Kings,bowl_death,73465000,0.036627282,1.029519624
2022,PH Solanki,Chennai Super Kings,bowl_pp,14925341.41,0.036584661,0.554572158
2024,A Mishra,Lucknow Super Giants,bowl_mid,24393528.5,0.036371085,0.892346437
2025,SM Curran,Chennai Super Kings,bowl_death,25188000,0.036257187,0.349472997
2018,Mohammed Shami,Delhi Capitals,bowl_death,44770384.89,0.036151094,0.619384438
2022,VG Arora,Punjab Kings,bowl_pp,24875569.02,0.036090602,0.911804847
2016,DR Smith,Gujarat Titans,bowl_pp,37636887.2,0.035922257,1.373131297
2019,SE Rutherford,Delhi Capitals,bat_death,28885051.06,0.035907053,0.580254489
2025,D Padikkal,Royal Challengers Bengaluru,bat_pp,20990000,0.035880416,0.601227185
2023,RJW Topley,Royal Challengers Bengaluru,bowl_pp,22478636.51,0.035842451,0.818280899
2018,C Munro,Delhi Capitals,bat_pp,28354577.1,0.035593712,0.806007399
2018,TG Southee,Royal Challengers Bengaluru,bat_death,14923461.63,0.035580549,0.29725374
2025,KH Pandya,Royal Challengers Bengaluru,bowl_death,60346250,0.035435964,0.818644771
2022,RD Chahar,Punjab Kings,bowl_death,65298368.67,0.035381709,0.884492091
2016,TG Southee,Mumbai Indians,bowl_death,40909660,0.035356785,0.55375404
2022,AS Joseph,Gujarat Titans,bowl_mid,29850682.82,0.035275981,1.059097594
2018,C de Grandhomme,Royal Challengers Bengaluru,bat_death,32831615.59,0.035199042,0.647442372
2016,KD Karthik,Gujarat Titans,bat_mid,37636887.2,0.035103929,0.53891355
2025,Abhishek Sharma,Sunrisers Hyderabad,bat_pp,39881000,0.034933133,1.11367211
2025,G Coetzee,Gujarat Titans,bowl_death,25188000,0.034897843,0.336598677
2015,CH Morris,Rajasthan Royals,bowl_pp,24437467.22,0.034880407,0.865710111
2016,MM Sharma,Punjab Kings,bowl_death,106365116,0.034801725,1.41756116
2018,Shubman Gill,Kolkata Knight Riders,bat_death,26862230.93,0.034742852,0.523350813
2018,AJ Tye,Punjab Kings,bowl_death,107448923.7,0.03470574,1.42812741
2025,TU Deshpande,Rajasthan Royals,bowl_death,68217500,0.034414771,0.899230351
2013,NLTC Perera,Sunrisers Hyderabad,bowl_death,83114359.62,0.034378128,1.094452805
2013,CH Morris,Chennai Super Kings,bowl_death,76957740.39,0.034332123,1.012050999
2018,MA Agarwal,Punjab Kings,bat_mid,14923461.63,0.034221128,0.208311661
2020,CV Varun,Kolkata Knight Riders,bowl_mid,55574893.81,0.034215885,1.912533448
2022,Kartik Tyagi,Sunrisers Hyderabad,bowl_death,49751138.03,0.034189079,0.65158819
